Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP,HP,ATT,DEF,STA
Shadow Porygon-Z,Hidden Power (Poison),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Electric),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Ground),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Psychic),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Rock),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Ice),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Bug),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Dragon),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Ghost),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Dark),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power (Steel),Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Hidden Power,Zap Cannon,14.688,298.5,946,3266,,,,
Shadow Porygon-Z,Charge Beam,Zap Cannon,14.569,296.1,915.6,3266,,,,
Shadow Porygon-Z,Hidden Power (Fire),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Fighting),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Water),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Flying),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Grass),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Poison),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Electric),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Ground),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Psychic),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Rock),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Ice),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Bug),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Dragon),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Ghost),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Dark),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power (Steel),Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Charge Beam,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Hidden Power,Frustration,5.211,105.9,15,3266,,,,
Shadow Porygon-Z,Lock-On,Frustration,5.116,104,13.9,3266,,,,
Chandelure,Fire Spin,Shadow Ball,18.372,427,2647.6,3268,,,,
Chandelure,Hex,Shadow Ball,17.525,407.3,2192.4,3268,,,,
Chandelure,Fire Spin,Overheat,17.129,398.1,2000.5,3268,,,,
Chandelure,Hex,Overheat,15.792,367,1445.6,3268,,,,
Chandelure,Fire Spin,Energy Ball,13.772,320.1,836.2,3268,,,,
Chandelure,Hex,Energy Ball,12.425,288.8,553.9,3268,,,,
Rampardos,Smack Down,Rock Slide,18.413,370.8,2314.5,3298,,,,
Rampardos,Smack Down,Outrage,17.229,346.9,1774.3,3298,,,,
Rampardos,Zen Headbutt,Rock Slide,17.021,342.7,1690.1,3298,,,,
Rampardos,Smack Down,Flamethrower,16.648,335.2,1546.9,3298,,,,
Rampardos,Zen Headbutt,Outrage,15.994,322.1,1317.6,3298,,,,
Rampardos,Zen Headbutt,Flamethrower,14.854,299.1,980.3,3298,,,,
Mamoswine,Mud Slap,Avalanche,16.743,480.8,2256.5,3328,,,,
Mamoswine,Powder Snow,Avalanche,16.016,459.9,1889.3,3328,,,,
Mamoswine,Mud Slap,Bulldoze,13.983,401.5,1097.9,3328,,,,
Mamoswine,Mud Slap,Stone Edge,13.623,391.2,988.9,3328,,,,
Mamoswine,Powder Snow,Bulldoze,12.726,365.4,753,3328,,,,
Mamoswine,Mud Slap,Ancient Power,12.066,346.5,608.7,3328,,,,
Mamoswine,Powder Snow,Stone Edge,11.263,323.4,462.1,3328,,,,
Mamoswine,Powder Snow,Ancient Power,10.901,313,405.5,3328,,,,
Archeops,Wing Attack,Dragon Claw,15.577,326.3,1233.2,3331,,,,
Archeops,Wing Attack,Ancient Power,15.534,325.4,1219.6,3331,,,,
Archeops,Steel Wing,Ancient Power,15.471,324.1,1200,3331,,,,
Archeops,Steel Wing,Dragon Claw,15.454,323.7,1194.8,3331,,,,
Archeops,Steel Wing,Crunch,14.331,300.2,883.4,3331,,,,
Archeops,Wing Attack,Crunch,14.262,298.7,866.7,3331,,,,
Togekiss,Charm,Dazzling Gleam,14.2,486.9,1394.1,3332,,,,
Togekiss,Air Slash,Dazzling Gleam,13.864,475.5,1267.1,3332,,,,
Togekiss,Hidden Power (Flying),Dazzling Gleam,13.614,466.9,1178.1,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,13.614,466.9,1178.1,3332,,,,
Togekiss,Hidden Power (Fire),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Fighting),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Water),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Grass),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Poison),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Electric),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Ground),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Psychic),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Rock),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Ice),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Bug),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Dragon),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Ghost),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Dark),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power (Steel),Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Hidden Power,Dazzling Gleam,12.991,445.5,976.6,3332,,,,
Togekiss,Charm,Aerial Ace,12.72,436.2,897.7,3332,,,,
Togekiss,Charm,Flamethrower,12.561,430.8,853.7,3332,,,,
Togekiss,Air Slash,Aerial Ace,12.301,421.8,785.1,3332,,,,
Togekiss,Air Slash,Flamethrower,12.025,412.4,717,3332,,,,
Togekiss,Hidden Power (Flying),Aerial Ace,11.931,409.2,694.9,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.931,409.2,694.9,3332,,,,
Togekiss,Hidden Power (Flying),Flamethrower,11.539,395.7,607.9,3332,,,,
Togekiss,Hidden Power,Flamethrower,11.539,395.7,607.9,3332,,,,
Togekiss,Hidden Power (Fire),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Fighting),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Water),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Grass),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Poison),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Electric),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Ground),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Psychic),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Rock),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Ice),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Bug),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Dragon),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Ghost),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Dark),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power (Steel),Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332,,,,
Togekiss,Charm,Ancient Power,11.007,377.5,503.3,3332,,,,
Togekiss,Hidden Power (Fire),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Fighting),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Water),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Grass),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Poison),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Electric),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Ground),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Psychic),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Rock),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Ice),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Bug),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Dragon),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Ghost),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Dark),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power (Steel),Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Hidden Power,Flamethrower,10.77,369.3,461.4,3332,,,,
Togekiss,Air Slash,Ancient Power,10.593,363.3,431.7,3332,,,,
Togekiss,Hidden Power (Flying),Ancient Power,10.2,349.8,371.1,3332,,,,
Togekiss,Hidden Power,Ancient Power,10.2,349.8,371.1,3332,,,,
Togekiss,Hidden Power (Fire),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Fighting),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Water),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Grass),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Poison),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Electric),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Ground),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Psychic),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Rock),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Ice),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Bug),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Dragon),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Ghost),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Dark),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power (Steel),Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Togekiss,Hidden Power,Ancient Power,9.731,333.7,307.5,3332,,,,
Conkeldurr,Counter,Dynamic Punch,16.852,501.7,2401.1,3337,,,,
Conkeldurr,Counter,Focus Blast,15.75,468.9,1832,3337,,,,
Conkeldurr,Poison Jab,Dynamic Punch,15.534,462.5,1733.5,3337,,,,
Conkeldurr,Poison Jab,Focus Blast,14.102,419.9,1177.5,3337,,,,
Conkeldurr,Counter,Stone Edge,13.98,416.3,1137.4,3337,,,,
Conkeldurr,Poison Jab,Stone Edge,12.207,363.4,661.1,3337,,,,
Thundurus  (Incarnate Forme),Thunder Shock,Thunder,14.468,364.8,1104.8,3345,,,,
Thundurus  (Incarnate Forme),Thunder Shock,Thunder Punch,14.38,362.6,1078.2,3345,,,,
Thundurus  (Incarnate Forme),Astonish,Thunder Punch,13.021,328.4,725,3345,,,,
Thundurus  (Incarnate Forme),Thunder Shock,Crunch,12.796,322.7,676,3345,,,,
Thundurus  (Incarnate Forme),Thunder Shock,Brick Break,12.346,311.3,585.8,3345,,,,
Thundurus  (Incarnate Forme),Astonish,Thunder,12.315,310.6,580,3345,,,,
Thundurus  (Incarnate Forme),Astonish,Crunch,11.895,300,504.8,3345,,,,
Thundurus  (Incarnate Forme),Astonish,Brick Break,10.962,276.4,364.1,3345,,,,
Tornadus (Incarnate Forme),Air Slash,Grass Knot,15.407,388.5,1421,3345,,,,
Tornadus (Incarnate Forme),Bite,Grass Knot,14.855,374.6,1228,3345,,,,
Tornadus (Incarnate Forme),Air Slash,Hurricane,14.734,371.6,1188.5,3345,,,,
Tornadus (Incarnate Forme),Air Slash,Hyper Beam,14.324,361.2,1061.6,3345,,,,
Tornadus (Incarnate Forme),Bite,Hurricane,14.117,356,1001.6,3345,,,,
Tornadus (Incarnate Forme),Bite,Hyper Beam,13.741,346.5,898.9,3345,,,,
Tornadus (Incarnate Forme),Air Slash,Dark Pulse,13.66,344.4,877.9,3345,,,,
Tornadus (Incarnate Forme),Bite,Dark Pulse,13.158,331.8,755.9,3345,,,,
Genesect,Metal Claw,Magnet Bomb,15.353,430.9,1559.7,3353,,,,
Genesect,Fury Cutter,Magnet Bomb,15.277,428.8,1528.9,3353,,,,
Genesect,Metal Claw,X-Scissor,14.755,414.2,1330.5,3353,,,,
Genesect,Fury Cutter,X-Scissor,14.511,407.3,1244.4,3353,,,,
Genesect,Metal Claw,Hyper Beam,14.218,399.1,1147.1,3353,,,,
Genesect,Fury Cutter,Hyper Beam,13.923,390.8,1054.8,3353,,,,
Giratina (Altered Forme),Shadow Claw,Dragon Claw,11.99,597.1,1029.2,3379,,,,
Giratina (Altered Forme),Dragon Breath,Dragon Claw,11.729,584.1,942.6,3379,,,,
Giratina (Altered Forme),Shadow Claw,Shadow Sneak,9.513,473.7,407.8,3379,,,,
Giratina (Altered Forme),Shadow Claw,Ancient Power,9.413,468.8,391,3379,,,,
Giratina (Altered Forme),Dragon Breath,Shadow Sneak,9.376,466.9,384.9,3379,,,,
Giratina (Altered Forme),Dragon Breath,Ancient Power,9.295,462.9,371.7,3379,,,,
Gyarados,Waterfall,Hydro Pump,14.23,458.5,1321.3,3391,,,,
Gyarados,Waterfall,Return,13.909,448.2,1205.9,3391,,,,
Gyarados,Dragon Tail,Hydro Pump,13.676,440.7,1127.3,3391,,,,
Gyarados,Waterfall,Outrage,13.599,438.2,1102.1,3391,,,,
Gyarados,Bite,Hydro Pump,13.371,430.8,1030,3391,,,,
Gyarados,Dragon Breath,Hydro Pump,13.371,430.8,1030,3391,,,,
Gyarados,Dragon Tail,Return,13.229,426.3,986.9,3391,,,,
Gyarados,Dragon Tail,Outrage,13.144,423.5,961.8,3391,,,,
Gyarados,Bite,Outrage,12.891,415.4,889.9,3391,,,,
Gyarados,Dragon Breath,Outrage,12.891,415.4,889.9,3391,,,,
Gyarados,Bite,Return,12.815,412.9,869,3391,,,,
Gyarados,Dragon Breath,Return,12.815,412.9,869,3391,,,,
Gyarados,Waterfall,Dragon Pulse,12.602,406,812.5,3391,,,,
Gyarados,Waterfall,Crunch,12.147,391.4,701.5,3391,,,,
Gyarados,Dragon Tail,Dragon Pulse,12.033,387.7,675.5,3391,,,,
Gyarados,Bite,Dragon Pulse,11.77,379.2,618.3,3391,,,,
Gyarados,Dragon Breath,Dragon Pulse,11.77,379.2,618.3,3391,,,,
Gyarados,Dragon Tail,Crunch,11.647,375.3,593,3391,,,,
Gyarados,Bite,Crunch,11.439,368.6,551.6,3391,,,,
Gyarados,Dragon Breath,Crunch,11.439,368.6,551.6,3391,,,,
Gyarados,Waterfall,Twister,10.181,328,346.2,3391,,,,
Gyarados,Dragon Tail,Twister,9.585,308.8,271.9,3391,,,,
Gyarados,Bite,Twister,9.356,301.5,246.9,3391,,,,
Gyarados,Dragon Breath,Twister,9.356,301.5,246.9,3391,,,,
Shadow Gyarados,Waterfall,Hydro Pump,17.122,459.7,2307.6,3391,,,,
Shadow Gyarados,Dragon Tail,Hydro Pump,16.452,441.8,1967.2,3391,,,,
Shadow Gyarados,Waterfall,Outrage,16.436,441.3,1959.7,3391,,,,
Shadow Gyarados,Bite,Hydro Pump,16.018,430.1,1767.7,3391,,,,
Shadow Gyarados,Dragon Breath,Hydro Pump,16.018,430.1,1767.7,3391,,,,
Shadow Gyarados,Dragon Tail,Outrage,15.906,427.1,1718.9,3391,,,,
Shadow Gyarados,Bite,Outrage,15.569,418,1577.5,3391,,,,
Shadow Gyarados,Dragon Breath,Outrage,15.569,418,1577.5,3391,,,,
Shadow Gyarados,Waterfall,Crunch,14.627,392.8,1229.2,3391,,,,
Shadow Gyarados,Dragon Tail,Crunch,14.057,377.5,1048.5,3391,,,,
Shadow Gyarados,Bite,Crunch,13.782,370.1,968.7,3391,,,,
Shadow Gyarados,Dragon Breath,Crunch,13.782,370.1,968.7,3391,,,,
Shadow Gyarados,Waterfall,Twister,12.181,327.1,591.2,3391,,,,
Shadow Gyarados,Dragon Tail,Twister,11.473,308.1,465.2,3391,,,,
Shadow Gyarados,Bite,Twister,11.163,299.8,417,3391,,,,
Shadow Gyarados,Dragon Breath,Twister,11.163,299.8,417,3391,,,,
Shadow Gyarados,Bite,Frustration,3.984,107,6.8,3391,,,,
Shadow Gyarados,Waterfall,Frustration,3.984,107,6.8,3391,,,,
Shadow Gyarados,Dragon Breath,Frustration,3.984,107,6.8,3391,,,,
Shadow Gyarados,Dragon Tail,Frustration,3.984,107,6.8,3391,,,,
Raikou,Thunder Shock,Wild Charge,16.133,522,2191.8,3452,,,,
Raikou,Volt Switch,Wild Charge,15.836,512.3,2034.5,3452,,,,
Raikou,Thunder Shock,Thunderbolt,15.028,486.2,1650.1,3452,,,,
Raikou,Volt Switch,Thunderbolt,14.75,477.2,1531.3,3452,,,,
Raikou,Thunder Shock,Shadow Ball,14.268,461.6,1340.9,3452,,,,
Raikou,Volt Switch,Shadow Ball,14.021,453.6,1250.4,3452,,,,
Raikou,Thunder Shock,Return,13.57,439,1097,3452,,,,
Raikou,Thunder Shock,Thunder,13.267,429.2,1002.2,3452,,,,
Raikou,Volt Switch,Return,13.267,429.2,1002.4,3452,,,,
Raikou,Volt Switch,Thunder,12.69,410.6,839,3452,,,,
Shadow Raikou,Thunder Shock,Wild Charge,19.513,526.1,3908.3,3452,,,,
Shadow Raikou,Volt Switch,Wild Charge,19.185,517.2,3652.3,3452,,,,
Shadow Raikou,Thunder Shock,Thunderbolt,18.152,489.4,2927.1,3452,,,,
Shadow Raikou,Volt Switch,Thunderbolt,17.852,481.3,2738.6,3452,,,,
Shadow Raikou,Thunder Shock,Shadow Ball,17.229,464.5,2375.4,3452,,,,
Shadow Raikou,Volt Switch,Shadow Ball,16.963,457.3,2232.4,3452,,,,
Shadow Raikou,Thunder Shock,Thunder,15.856,427.5,1704.3,3452,,,,
Shadow Raikou,Volt Switch,Thunder,15.222,410.4,1447.6,3452,,,,
Shadow Raikou,Thunder Shock,Frustration,4.043,109,7.2,3452,,,,
Shadow Raikou,Volt Switch,Frustration,4.043,109,7.2,3452,,,,
Moltres,Fire Spin,Sky Attack,17.361,524.2,2742.9,3465,,,,
Moltres,Wing Attack,Sky Attack,16.969,512.4,2503.9,3465,,,,
Moltres,Fire Spin,Overheat,16.273,491.4,2117.7,3465,,,,
Moltres,Wing Attack,Overheat,15.79,476.8,1877.1,3465,,,,
Moltres,Fire Spin,Return,15.118,456.5,1577.2,3465,,,,
Moltres,Fire Spin,Fire Blast,14.955,451.6,1510.4,3465,,,,
Moltres,Wing Attack,Return,14.283,431.3,1256.7,3465,,,,
Moltres,Wing Attack,Fire Blast,14.28,431.2,1255.7,3465,,,,
Moltres,Fire Spin,Heat Wave,13.745,415,1077.8,3465,,,,
Moltres,Wing Attack,Heat Wave,12.809,386.8,812.9,3465,,,,
Moltres,Fire Spin,Ancient Power,12.19,368.1,666.8,3465,,,,
Moltres,Wing Attack,Ancient Power,11.615,350.7,549.6,3465,,,,
Shadow Moltres,Fire Spin,Sky Attack,21.042,529.5,4933.1,3465,,,,
